
23376.02	0.00141956855942705
23376.05	0.00142107454394785
23376.07	0.00144137288412498
23376.09	0.0014642447756864
23376.12	0.00146505472250652
23376.14	0.00148667427601655
23376.16	0.0015019533300533
23376.19	0.00149925626674592
23376.21	0.00152565669196031
23376.23	0.00152966834597737
23376.26	0.00153548896952767
23376.28	0.00156089600125868
23376.30	0.00155937842714723
23376.33	0.00158147216047999
23376.35	0.00161085111048873
23376.38	0.0016124392155375
23376.40	0.0016410270932023
23376.42	0.001644791392242
23376.45	0.00165386968415548
23376.47	0.00167359516742385
23376.49	0.00168743611882783
23376.52	0.00172108732307744
23376.54	0.0017230323875179
23376.56	0.00174454432340056
23376.59	0.00174766755251232
23376.61	0.00178826787530935
23376.63	0.00178398502487132
23376.66	0.00182122734656336
23376.68	0.00183656070611054
23376.70	0.00184132899483078
23376.73	0.00188342139463985
23376.75	0.00189406924825707
23376.77	0.00190254090788336
23376.80	0.00193544143779069
23376.82	0.00195771431308163
23376.84	0.00197474604435423
23376.87	0.00199071219555033
23376.89	0.00200848135591876
23376.91	0.00204419484503987
23376.94	0.00207014592526861
23376.96	0.00210474118445859
23376.98	0.00212197722365761
23377.01	0.00213329429335147
23377.03	0.00217234558457675
23377.05	0.00218440273241573
23377.08	0.00220477955067805
23377.10	0.00223937977683544
23377.13	0.00226592722428537
23377.15	0.0022987221233523
23377.17	0.00232559672838943
23377.20	0.00234878948604598
23377.22	0.00237767736854276
23377.24	0.0024161667301876
23377.27	0.00244041546511698
23377.29	0.00247556503787069
23377.31	0.00250531452364873
23377.34	0.00253847134907477
23377.36	0.00257435570187502
23377.38	0.00259973922329358
23377.41	0.00264510584802389
23377.43	0.0026775447810926
23377.45	0.00271604805024621
23377.48	0.00274671940517683
23377.50	0.00278685448869248
23377.52	0.00283769338699157
23377.55	0.00287623705414684
23377.57	0.00291234955631711
23377.59	0.002950078640816
23377.62	0.00301692773075563
23377.64	0.00306741894133554
23377.66	0.00309011135980762
23377.69	0.00313178057399278
23377.71	0.00320166348763065
23377.73	0.00327938030227849
23377.76	0.00329864253305245
23377.78	0.00335685141760477
23377.80	0.0034537586075646
23377.83	0.00345824411027324
23377.85	0.00355893149356851
23377.88	0.00362098481090152
23377.90	0.00365445753545527
23377.92	0.00377880655813125
23377.95	0.00377593664435775
23377.97	0.00392054327807803
23377.99	0.00392942587147528
23378.02	0.00405568022285238
