Qplus sensor tuning for ncAFM in May 2025
23428.51	179.835	0.459378821430935
23428.52	-179.992	0.465788245524266
23428.53	-179.747	0.47319691485086
23428.54	-179.488	0.481335264141852
23428.55	-179.238	0.489686689381276
23428.57	-178.957	0.49817416879879
23428.58	-178.669	0.507199838341535
23428.59	-178.392	0.516455713909938
23428.60	-178.025	0.525976055658456
23428.61	-177.604	0.537022332580239
23428.62	-177.275	0.547332780763094
23428.63	-176.979	0.557969129890385
23428.65	-176.632	0.568996736643911
23428.66	-176.263	0.580557002638883
23428.67	-175.877	0.592776757070374
23428.68	-175.468	0.605295823607457
23428.69	-175.054	0.61815035647483
23428.70	-174.616	0.631717919038426
23428.72	-174.167	0.645702490305263
23428.73	-173.699	0.660709679367241
23428.74	-173.183	0.67634777130599
23428.75	-172.778	0.689611722025866
23428.76	-172.237	0.705131167351665
23428.77	-171.637	0.722518531835665
23428.78	-171.039	0.740474599850262
23428.80	-170.407	0.759707740751717
23428.81	-169.737	0.779864391560656
23428.82	-169.058	0.800589738615305
23428.83	-168.336	0.822512701647915
23428.84	-167.535	0.845930094710596
23428.85	-166.742	0.869765608414959
23428.87	-165.877	0.895053206434246
23428.88	-164.902	0.922518832579966
23428.89	-163.982	0.950375274954083
23428.90	-162.902	0.980878944402442
23428.91	-161.753	1.01159680140654
23428.92	-160.544	1.04502894086953
23428.93	-159.217	1.08069390536803
23428.95	-157.878	1.11651543728891
23428.96	-156.230	1.15680507329383
23428.97	-154.623	1.19838807152083
23428.98	-153.197	1.23740825297351
23428.99	-151.378	1.27707343322537
23429.00	-149.431	1.3230196719269
23429.02	-147.316	1.37176403516619
23429.03	-145.070	1.42159113869215
23429.04	-142.718	1.47117923207714
23429.05	-140.137	1.52300201244815
23429.06	-137.408	1.574179122486
23429.07	-134.514	1.62565658106997
23429.08	-131.489	1.67473947823863
23429.10	-128.218	1.72214721167155
23429.11	-124.645	1.76885419938093
23429.12	-121.022	1.80989218849869
23429.13	-117.137	1.84512738614143
23429.14	-113.145	1.87085061932291
23429.15	-109.032	1.88973079824804
23429.16	-105.009	1.89987757955641
23429.18	-101.050	1.90114646323853
23429.19	-97.132	1.89273403734773
23429.20	-93.322	1.87765118878901
23429.21	-89.919	1.85567840641095
23429.22	-86.530	1.82846454888984
23429.23	-82.996	1.79311664711396
23429.25	-79.647	1.75230366791168
23429.26	-76.507	1.70940969856973
23429.27	-73.522	1.66461647943251
23429.28	-70.730	1.61625110408541
23429.29	-68.120	1.56760038242057
23429.30	-65.650	1.51813079988475
23429.31	-63.341	1.46882902170728
23429.33	-61.206	1.42118675701348
23429.34	-59.242	1.37638168106277
23429.35	-57.310	1.33037633081314
23429.36	-55.515	1.28565077071269
23429.37	-53.811	1.24241337729639
23429.38	-52.270	1.20145653253192
23429.40	-50.809	1.16203144952464
23429.41	-49.458	1.12554859834305
23429.42	-48.175	1.09012287511507
23429.43	-46.978	1.05650213460116
23429.44	-46.056	1.02735494594115
23429.45	-44.945	0.998510855209295
23429.46	-43.959	0.969466011575171
23429.48	-42.959	0.941579740574929
23429.49	-42.082	0.914903098328909
23429.50	-41.263	0.890387347178341
23429.51	-40.457	0.865497423444928
23429.52	-39.694	0.842870601062471
23429.53	-39.001	0.820819960476754
23429.55	-38.303	0.799685884984678
23429.56	-37.636	0.779237450999358
23429.57	-37.009	0.759574485625331
23429.58	-36.428	0.740927779003626
23429.59	-35.855	0.723161465038652
23429.60	-35.350	0.706287843597387
23429.61	-34.812	0.689875449783491
23429.63	-34.327	0.67431099413009
23429.64	-33.863	0.659356633402428
23429.65	-33.394	0.64468445139182
23429.66	-32.985	0.631025928091655
23429.67	-32.657	0.619657210546068
23429.68	-32.245	0.607382814837155
23429.69	-31.875	0.594968727143215
23429.71	-31.496	0.583118074683099
23429.72	-31.141	0.571465384682957
23429.73	-30.797	0.560527150892082
23429.74	-30.475	0.550005121817989
23429.75	-30.150	0.539638398556564
23429.76	-29.832	0.529683007748016
23429.78	-29.548	0.52042589110002
23429.79	-29.255	0.51120221605025
23429.80	-28.975	0.502336541137414
23429.81	-28.711	0.493740031818131
23429.82	-28.444	0.485501582570523
23429.83	-28.193	0.477189402665185
23429.84	-27.960	0.469323985253571
23429.86	-27.721	0.461800851500593
23429.87	-27.495	0.454627006485962
23429.88	-27.276	0.447541789057738
23429.89	-27.101	0.44181393620693
23429.90	-26.888	0.435261319409937
23429.91	-26.688	0.428767318126561
23429.93	-26.488	0.422233896009585
23429.94	-26.306	0.416018779681604
23429.95	-26.123	0.409962168555568
23429.96	-25.945	0.404025571614179
23429.97	-25.777	0.398337373706703
23429.98	-25.614	0.392859389449901
23429.99	-25.452	0.387399345217148
23430.01	-25.289	0.38198276989644
23430.02	-25.132	0.376792218745956
23430.03	-24.990	0.371901249904093
23430.04	-24.845	0.366977102382148
23430.05	-24.703	0.362205877521903
23430.06	-24.562	0.357681715250205
23430.08	-24.426	0.353098017251392
23430.09	-24.296	0.348676582462073
23430.10	-24.167	0.344342115298651
23430.11	-24.049	0.340269996069304
23430.12	-23.952	0.336764636299508
23430.13	-23.830	0.333007395320507
23430.14	-23.710	0.329092422993084
23430.16	-23.597	0.325201047734465
23430.17	-23.482	0.32155139557442
23430.18	-23.373	0.317853720786601
23430.19	-23.262	0.314277338018579
23430.20	-23.161	0.31070797721796
23430.21	-23.059	0.307288378432108
23430.23	-22.957	0.303932354842406
23430.24	-22.866	0.300669700637339
23430.25	-22.768	0.29744894214017
23430.26	-22.672	0.294259232156325
23430.27	-22.579	0.291137890492187
23430.28	-22.491	0.288156882545266
23430.29	-22.405	0.285260084563931
23430.31	-22.315	0.282294917269496
23430.32	-22.231	0.279513253261754
23430.33	-22.148	0.276693831029972
23430.34	-22.060	0.273935364415722
23430.35	-21.994	0.271719129713656
23430.36	-21.909	0.269161213349407
23430.37	-21.833	0.26658490662273
23430.39	-21.756	0.264028051202721
23430.40	-21.685	0.261564390330093
23430.41	-21.609	0.259079049306952
23430.42	-21.535	0.256623682938779
23430.43	-21.462	0.254266047283764
23430.44	-21.388	0.251999736609594
23430.46	-21.326	0.249659457856651
23430.47	-21.264	0.24742015920695
23430.48	-21.196	0.245211819334027
23430.49	-21.134	0.243075202470605
23430.50	-21.071	0.240995523279208
23430.51	-21.008	0.238897367300151
23430.52	-20.949	0.236826089237442
23430.54	-20.888	0.234810118688052
23430.55	-20.831	0.232814846154151
23430.56	-20.775	0.230878076880404
23430.57	-20.715	0.228971737898102
23430.58	-20.676	0.22742116722871
23430.59	-20.616	0.225603722724531
23430.61	-20.564	0.223733326374114
23430.62	-20.509	0.221976012970878
23430.63	-20.458	0.220202260561148
23430.64	-20.403	0.218398891780367
23430.65	-20.354	0.216693950743837
23430.66	-20.306	0.214982378474675
23430.67	-20.257	0.213307964088758
23430.69	-20.209	0.211674838116192
23430.70	-20.159	0.210093303703053
23430.71	-20.113	0.208503052262098
23430.72	-20.065	0.206907317951377
